auction_id,after_repair_value,auction_date,baths,bedrooms,cash_only,estimated_value,financing_available,home_square_footage,href,interior_access,lot_size,online_event,propertyViews,property_address,property_city,property_county,property_id,property_occupancy_status,property_state_code,property_type,property_zip,saved_count,trustee_sale,venue_code,venue_id,venue_type,year_built,est_debt,est_opening_bid,opening_bid
2712584,595000,2019-11-21,1,3,1.0,595000.0,0.0,1440,/details/27360-marigold-court-hayward-ca-94545-2712584-e_13911,0.0,0.03,0.0,170.0,27360 MARIGOLD COURT,Hayward,Alameda,2712584,Occupied,CA,Townhouse,94545,60.0,1.0,TM3500,398408.0,Live,1971,422452.0,360000.0,360000.0
2654221,1253000,2019-10-30,2,3,1.0,1253000.0,0.0,1108,/details/1133-prescott-avenue-sunnyvale-ca-94089-2654221-e_13755,0.0,0.14,0.0,60.0,1133 PRESCOTT AVENUE,Sunnyvale,Santa Clara,2654221,Occupied,CA,SFR,94089,121.0,1.0,BH4506,392518.0,Live,1958,824275.0,700000.0,700000.0
2676759,697000,2019-09-25,2,4,1.0,697000.0,0.0,2352,/details/3801-clay-bank-road-fairfield-ca-94533-2676759-e_13495,0.0,0.24,0.0,892.0,3801 CLAY BANK ROAD,Fairfield,Solano,2676759,Occupied,CA,SFR,94533,83.0,1.0,ZX20503,383724.0,Live,2010,373026.0,300000.0,300000.0
2657304,1224000,2019-09-26,3,4,1.0,1224000.0,0.0,2357,/details/2977-miraloma-way-union-city-ca-94587-2657304-e_13495,0.0,0.14,0.0,2448.0,2977 MIRALOMA WAY,Union City,Alameda,2657304,Occupied,CA,PUD,94587,113.0,1.0,AB1501,384407.0,Live,1993,900329.0,770000.0,770000.0
2680863,434000,2019-10-23,2,3,1.0,434000.0,0.0,1144,/details/158-n-west-st-vacaville-ca-95688-2680863-e_13703,0.0,0.12,0.0,325.0,158 N WEST ST,Vacaville,Solano,2680863,Occupied,CA,SFR,95688,67.0,1.0,ZW14501,398204.0,Live,1961,228308.0,185000.0,185000.0
2827324,282000,2019-09-19,2,2,1.0,282000.0,0.0,1182,/details/2619-courtney-way-stockton-ca-95210-2827324-e_13443,0.0,0.12,0.0,90.0,2619 COURTNEY WAY,Stockton,San Joaquin,2827324,Occupied,CA,SFR,95210,3.0,1.0,ZW25007,389263.0,Live,1979,267860.0,160000.0,160000.0
2803775,Not Available,2019-09-19,,,1.0,,0.0,,/details/8820-mill-creek-rd-healdsburg-ca-95448-2803775-e_13443,0.0,,0.0,956.0,8820 MILL CREEK RD,HEALDSBURG,Sonoma,2803775,Occupied,CA,,95448,19.0,1.0,ZY26001,390402.0,Live,,343179.0,275000.0,275000.0
2789446,Not Available,2019-10-09,2,5,1.0,,0.0,2096,/details/11-watt-avenue-san-rafael-ca-94901-2789446-e_13599,0.0,0.13,0.0,1150.0,11 WATT AVENUE,San Rafael,Marin,2789446,Occupied,CA,SFR,94901,52.0,1.0,DY4000,400001.0,Live,1946,,600000.0,600000.0
2807879,459000,2019-10-23,2,4,1.0,459000.0,0.0,1618,/details/1355-macdonald-court-dixon-ca-95620-2807879-e_13703,0.0,0.2,0.0,0.0,1355 MACDONALD COURT,Dixon,Solano,2807879,Occupied,CA,SFR,95620,12.0,1.0,ZW14508,398204.0,Live,1978,392425.0,315000.0,315000.0
2805833,1352000,2019-09-11,2,3,1.0,1352000.0,0.0,1523,/details/2650-thrasher-ln-san-jose-ca-95125-2805833-e_13391a,0.0,0.22,0.0,827.0,2650 THRASHER LN,San Jose,Santa Clara,2805833,Occupied,CA,SFR,95125,45.0,1.0,ZR6500,399517.0,Live,1953,393303.0,315000.0,315000.0
2802761,294000,2019-09-24,2,4,1.0,294000.0,0.0,1058,/details/5570-ontario-street-sacramento-ca-95820-2802761-e_13495,0.0,0.13,0.0,1179.0,5570 ONTARIO STREET,Sacramento,Sacramento,2802761,Occupied,CA,SFR,95820,95.0,1.0,EY13014,382145.0,Live,1957,84244.0,65000.0,65000.0
2831434,557000,2019-09-19,2.5,4,1.0,557000.0,0.0,2043,/details/4089-s-anchor-ct-byron-ca-94505-2831434-e_13443a,0.0,0.11,0.0,123.0,4089 S ANCHOR CT,Byron,Contra Costa,2831434,Occupied,CA,SFR,94505,11.0,1.0,AG4000,405723.0,Live,1997,,,
2805840,1192000,2019-09-10,2,3,1.0,1192000.0,0.0,1713,/details/340-fieldbrook-ln-watsonville-ca-95076-2805840-e_13391a,0.0,6.31,0.0,768.0,340 FIELDBROOK LN,Watsonville,Santa Cruz,2805840,Occupied,CA,,95076,22.0,1.0,ZL5000,397035.0,Live,1978,,,
2719825,1724000,2019-10-17,3,3,1.0,1724000.0,0.0,3745,/details/254-pilot-reach-the-sea-ranch-ca-95497-2719825-e_13651,0.0,0.55,0.0,8.0,254 PILOT REACH,The Sea Ranch,Sonoma,2719825,Occupied,CA,SFR,95497,118.0,1.0,ZW25000,404812.0,Live,2003,208641.0,165000.0,165000.0
2828371,Not Available,2019-10-09,,,1.0,,0.0,,/details/4110-dry-creek-road-napa-ca-94558-2828371-e_13599,0.0,,0.0,83.0,4110 DRY CREEK ROAD,Napa,Napa,2828371,Occupied,CA,,94558,9.0,1.0,AC2004,394017.0,Live,,7316389.0,5950000.0,5950000.0
2436179,866000,2019-10-30,2,4,1.0,866000.0,0.0,2014,/details/7170-harvard-place-gilroy-ca-95020-2436179-e_13755,0.0,0.16,0.0,89.0,7170 HARVARD PLACE,Gilroy,Santa Clara,2436179,Occupied,CA,SFR,95020,64.0,1.0,BH4504,392518.0,Live,1977,417885.0,330000.0,330000.0
2813015,715000,2019-09-24,2,3,1.0,715000.0,0.0,1360,/details/4848-morwood-dr-richmond-ca-94803-2813015-e_13495,0.0,0.16,0.0,223.0,4848 MORWOOD DR,Richmond,Contra Costa,2813015,Occupied,CA,SFR,94803,14.0,1.0,AE3011,392505.0,Live,1960,,530000.0,530000.0
2813021,1450000,2019-09-18,2.5,4,1.0,1450000.0,0.0,1802,/details/1679-valley-crest-court-san-jose-ca-95131-2813021-e_13443,0.0,0.13,0.0,668.0,1679 VALLEY CREST COURT,San Jose,Santa Clara,2813021,Occupied,CA,SFR,95131,26.0,1.0,ZX25508,389264.0,Live,1987,,720000.0,720000.0
2783330,1100000,2019-10-10,2,4,1.0,1100000.0,0.0,2352,/details/19928-center-st-castro-valley-ca-94546-2783330-e_13599,0.0,0.21,0.0,308.0,19928 CENTER ST,Castro Valley,Alameda,2783330,Occupied,CA,SFR,94546,44.0,1.0,ZV1512,385373.0,Live,1939,1039826.0,630000.0,630000.0
2805858,976000,2019-10-01,2,2,1.0,976000.0,0.0,1210,/details/412-harrison-ave-santa-cruz-ca-95062-2805858-e_13547a,0.0,0.17,0.0,20.0,412 HARRISON AVE,Santa Cruz,Santa Cruz,2805858,Occupied,CA,SFR,95062,13.0,1.0,ZS23000,405143.0,Live,1950,,,
2819170,327000,2019-09-16,,,,,,,/details/7708-quinby-way-sacramento-ca-95823-2819170-o_1257l,,,1.0,1134.0,,,,2819170,,,SFR,,,,ZC66329,397359.0,,1968,,,
2838629,568000,2019-11-04,2,4,1.0,568000.0,0.0,2083,/details/2817-bellflower-dr-antioch-ca-94531-2838629-e_13807,0.0,0.26,0.0,91.0,2817 BELLFLOWER DR,Antioch,Contra Costa,2838629,Occupied,CA,SFR,94531,12.0,1.0,AE3005,394024.0,Live,1987,,,
2819174,418000,2019-10-11,2,3,1.0,418000.0,0.0,1470,/details/7767-madison-avenue-citrus-heights-ca-95610-2819174-e_13599a,0.0,0.28,0.0,169.0,7767 MADISON AVENUE,Citrus Heights,Sacramento,2819174,Occupied,CA,SFR,95610,13.0,1.0,AB1500,398693.0,Live,1960,,,
2819183,512000,2019-09-19,3,3,1.0,512000.0,0.0,1599,/details/1638-union-ln-tracy-ca-95377-2819183-e_13443,0.0,0.04,0.0,322.0,1638 UNION LN,Tracy,San Joaquin,2819183,Occupied,CA,SFR,95377,6.0,1.0,ZW25002,389263.0,Live,2016,416406.0,365000.0,365000.0
2838640,490000,2019-09-24,1,2,1.0,490000.0,0.0,838,/details/1421-coalinga-avenue-richmond-ca-94801-2838640-e_13495,0.0,0.11,0.0,61.0,1421 COALINGA AVENUE,Richmond,Contra Costa,2838640,Occupied,CA,SFR,94801,3.0,1.0,AE3020,392505.0,Live,1943,,,
2719856,437000,2019-12-04,2,3,1.0,437000.0,0.0,1300,/details/2006-robin-drive-fairfield-ca-94533-2719856-e_14015,0.0,0.14,0.0,0.0,2006 ROBIN DRIVE,Fairfield,Solano,2719856,Occupied,CA,SFR,94533,35.0,1.0,ZK19000,411051.0,Live,1964,363808.0,290000.0,290000.0
2719859,391000,2019-10-03,2,3,1.0,391000.0,0.0,1040,/details/298-shadywood-avenue-lathrop-ca-95330-2719859-e_13547,0.0,0.12,0.0,40.0,298 SHADYWOOD AVENUE,Lathrop,San Joaquin,2719859,Occupied,CA,SFR,95330,56.0,1.0,ZV24515,385706.0,Live,1998,229738.0,185000.0,185000.0
2819188,783000,2019-09-24,3,6,1.0,783000.0,0.0,3290,/details/201-fahmy-street-brentwood-ca-94513-2819188-e_13495,0.0,0.14,0.0,190.0,201 FAHMY STREET,Brentwood,Contra Costa,2819188,Occupied,CA,SFR,94513,22.0,1.0,AE3022,392505.0,Live,2004,501055.0,430000.0,430000.0
2831476,Not Available,2019-09-05,,,,,,,/details/1142-corby-avenue-santa-rosa-ca-95407-2831476-o_1256l,,,1.0,332.0,,,,2831476,,,SFR,,,,AJ14344,394871.0,,1946,,,
2838647,288000,2019-09-19,2,2,1.0,288000.0,0.0,1422,/details/1221-enview-ct-stockton-ca-95210-2838647-e_13443,0.0,0.14,0.0,108.0,1221 ENVIEW CT,Stockton,San Joaquin,2838647,Occupied,CA,SFR,95210,5.0,1.0,ZW25021,389263.0,Live,1980,199767.0,,
2719864,451000,2019-11-06,2,3,1.0,451000.0,0.0,1480,/details/605-seagull-drive-suisun-city-ca-94585-2719864-e_13807,0.0,0.15,0.0,155.0,605 SEAGULL DRIVE,Suisun City,Solano,2719864,Occupied,CA,SFR,94585,58.0,1.0,CZ5000,398590.0,Live,1977,226115.0,180000.0,180000.0
2807932,373000,2019-09-08,,,,,,,/details/8729-los-olivas-ct-stockton-ca-95210-2807932-o_1256,,,1.0,321.0,,,,2807932,,,SFR,,,,AD56612,398507.0,,1969,,,
2798716,Not Available,2019-09-18,,,1.0,,0.0,,/details/1424-hopkins-ave-redwood-city-ca-94062-2798716-e_13443a,0.0,,0.0,172.0,1424 HOPKINS AVE,Redwood City,San Mateo,2798716,Occupied,CA,,94062,92.0,1.0,BL48500,404753.0,Live,,,,
2752640,226000,2019-09-11,1,4,1.0,226000.0,0.0,1069,/details/5628-7th-street-keyes-ca-95328-2752640-e_13391a,0.0,0.16,0.0,120.0,5628 7TH STREET,KEYES,Stanislaus,2752640,Occupied,CA,SFR,95328,19.0,1.0,ZT23500,402399.0,Live,1947,,0.0,
2687112,687000,2019-10-10,1,3,1.0,687000.0,0.0,1182,/details/19764-waverly-ave-hayward-ca-94541-2687112-e_13599,0.0,0.12,0.0,1954.0,19764 WAVERLY AVE,Hayward,Alameda,2687112,Occupied,CA,SFR,94541,226.0,1.0,ZV1500,385373.0,Live,1952,182343.0,150000.0,150000.0
2752651,540000,2019-11-08,3,4,1.0,540000.0,0.0,1815,/details/600-ferguson-ct-dixon-ca-95620-2752651-e_13807a,0.0,0.18,0.0,443.0,600 FERGUSON CT,Dixon,Solano,2752651,Occupied,CA,SFR,95620,32.0,1.0,AA1000,395630.0,Live,1999,,,
2689164,Not Available,2019-09-11,3,3,1.0,,0.0,1360,/details/132-albatross-court-15-san-francisco-ca-94124-2689164-e_13391,0.0,0.01,0.0,4012.0,132 ALBATROSS COURT #15,San Francisco,San Francisco,2689164,Occupied,CA,Condo,94124,345.0,1.0,ZM20001,384396.0,Live,1981,47789.0,32500.0,32500.0
2769039,716000,2019-11-04,2,5,1.0,716000.0,0.0,2094,/details/710-28th-street-richmond-ca-94804-2769039-e_13807,0.0,0.11,0.0,795.0,710 28TH STREET,Richmond,Contra Costa,2769039,Occupied,CA,SFR,94804,141.0,1.0,AE3001,394024.0,Live,1911,82588.0,70000.0,70000.0
2816144,1065000,2019-10-22,3,5,1.0,1065000.0,0.0,3622,/details/9744-silvergate-lane-elk-grove-ca-95624-2816144-e_13703,0.0,0.87,0.0,1632.0,9744 SILVERGATE LANE,Elk Grove,Sacramento,2816144,Occupied,CA,SFR,95624,34.0,1.0,DY13002,394019.0,Live,2003,1100724.0,650000.0,650000.0
2799764,299000,2019-09-10,2,3,1.0,299000.0,0.0,1090,/details/4124-cortright-way-north-highlands-ca-95660-2799764-e_13391a,0.0,0.17,0.0,163.0,4124 CORTRIGHT WAY,North Highlands,Sacramento,2799764,Occupied,CA,SFR,95660,18.0,1.0,ZI3501,395382.0,Live,1963,,0.0,
2799767,474000,2019-09-20,2,3,1.0,474000.0,0.0,1152,/details/1545-yardley-st-santa-rosa-ca-95403-2799767-e_13443a,0.0,0.01,0.0,578.0,1545 YARDLEY ST,Santa Rosa,Sonoma,2799767,Occupied,CA,Condo,95403,16.0,1.0,AL5500,400599.0,Live,1984,,,
2840729,335000,2019-09-10,2,3,1.0,335000.0,0.0,1336,/details/5021-tacomic-drive-sacramento-ca-95842-2840729-e_900x,0.0,0.14,0.0,48.0,5021 TACOMIC DRIVE,Sacramento,Sacramento,2840729,Occupied,CA,SFR,95842,6.0,1.0,RP21575,376762.0,Live,1976,,,
2834589,375000,2019-09-10,2,3,1.0,375000.0,0.0,1324,/details/490-summer-garden-way-sacramento-ca-95833-2834589-e_13391,0.0,0.13,0.0,1709.0,490 SUMMER GARDEN WAY,Sacramento,Sacramento,2834589,Occupied,CA,SFR,95833,45.0,1.0,ZI18038,378717.0,Live,2004,147915.0,147915.84,147915.84
2815134,926000,2019-09-13,5,4,1.0,926000.0,0.0,4472,/details/1815-kagehiro-dr-tracy-ca-95376-2815134-e_13391a,0.0,0.24,0.0,586.0,1815 KAGEHIRO DR,Tracy,San Joaquin,2815134,Occupied,CA,SFR,95376,10.0,1.0,ZQ22001,399516.0,Live,2004,,,
2747558,789000,2019-09-18,2.5,3,1.0,789000.0,0.0,1884,/details/42-sister-city-way-gilroy-ca-95020-2747558-e_13443,0.0,0.06,0.0,961.0,42 SISTER CITY WAY,Gilroy,Santa Clara,2747558,Occupied,CA,SFR,95020,90.0,1.0,ZX25507,389264.0,Live,2014,273122.0,220000.0,220000.0
2798762,726000,2019-10-08,2.5,3,1.0,726000.0,0.0,1668,/details/2150-breaker-court-discovery-bay-ca-94505-2798762-e_13599,0.0,0.17,0.0,154.0,2150 BREAKER COURT,Discovery Bay,Contra Costa,2798762,Occupied,CA,SFR,94505,21.0,1.0,ZY26008,386699.0,Live,1987,525398.0,345000.0,345000.0
2771119,667000,2019-10-22,4.5,5,1.0,667000.0,0.0,2600,/details/631-brittany-court-brentwood-ca-94513-2771119-e_13703,0.0,0.13,0.0,282.0,631 BRITTANY COURT,Brentwood,Contra Costa,2771119,Occupied,CA,SFR,94513,51.0,1.0,AA1003,388702.0,Live,2001,376443.0,300000.0,300000.0
2832560,349000,2019-09-19,1,3,1.0,349000.0,0.0,1325,/details/2445-w-del-rio-drive-stockton-ca-95204-2832560-e_13443,0.0,0.16,0.0,176.0,2445 W DEL RIO DRIVE,Stockton,San Joaquin,2832560,Occupied,CA,SFR,95204,6.0,1.0,ZW25011,389263.0,Live,1954,218013.0,160000.0,160000.0
2832559,1342000,2019-09-18,2,2,1.0,1342000.0,0.0,1215,/details/445-oak-grove-ave-menlo-park-ca-94025-2832559-e_13443,0.0,0.01,0.0,1164.0,445 OAK GROVE AVE,MENLO PARK,San Mateo,2832559,Occupied,CA,Condo,94025,43.0,1.0,AG2503,385097.0,Live,1975,387068.0,310000.0,310000.0
2786493,1056000,2019-10-02,2,3,1.0,1056000.0,0.0,1436,/details/433-arleta-ave-san-jose-ca-95128-2786493-e_13547,0.0,0.09,0.0,2641.0,433 ARLETA AVE,San Jose,Santa Clara,2786493,Occupied,CA,SFR,95128,194.0,1.0,AH4502,398089.0,Live,2013,106421.0,85000.0,85000.0
2835648,593000,2019-09-24,3,5,1.0,593000.0,0.0,2832,/details/10244-stathos-drive-elk-grove-ca-95757-2835648-e_13495,0.0,0.15,0.0,137.0,10244 STATHOS DRIVE,Elk Grove,Sacramento,2835648,Occupied,CA,SFR,95757,5.0,1.0,EY13025,382145.0,Live,2003,,400000.0,400000.0
2805953,555000,2019-10-01,1.5,3,1.0,555000.0,0.0,1364,/details/2312-belvedere-ave-san-leandro-ca-94577-2805953-e_13547a,0.0,0.01,0.0,19.0,2312 BELVEDERE AVE,San Leandro,Alameda,2805953,Occupied,CA,Condo,94577,13.0,1.0,AG33000,405727.0,Live,1972,,,
2835649,660000,2019-09-24,2.5,4,1.0,660000.0,0.0,2422,/details/5356-thunderbird-ct-antioch-ca-94531-2835649-e_13495,0.0,0.27,0.0,59.0,5356 THUNDERBIRD CT,Antioch,Contra Costa,2835649,Occupied,CA,SFR,94531,5.0,1.0,AE3015,392505.0,Live,1999,534621.0,460000.0,460000.0
2644168,1271000,2019-09-26,2,3,1.0,1271000.0,0.0,1411,/details/1059-euclid-avenue-berkeley-ca-94708-2644168-e_13495,0.0,0.08,0.0,1052.0,1059 EUCLID AVENUE,Berkeley,Alameda,2644168,Occupied,CA,SFR,94708,141.0,1.0,AB1509,384407.0,Live,1927,68358.0,55000.0,55000.0
2823368,587000,2019-10-31,3,3,1.0,587000.0,0.0,1972,/details/4466-twin-creeks-lane-tracy-ca-95377-2823368-e_13755,0.0,0.15,0.0,49.0,4466 TWIN CREEKS LANE,Tracy,San Joaquin,2823368,Occupied,CA,SFR,95377,16.0,1.0,BF3503,392008.0,Live,2001,,365000.0,365000.0
2835667,Not Available,2019-10-24,1,2,1.0,,0.0,808,/details/24780-fairview-ave-hayward-ca-94542-2835667-e_13703,0.0,0.11,0.0,510.0,24780 FAIRVIEW AVE,Hayward,Alameda,2835667,Occupied,CA,,94542,20.0,1.0,TD13507,395297.0,Live,1946,,260000.0,260000.0
2835668,390000,2019-12-17,1,2,1.0,390000.0,0.0,905,/details/2383-irvin-way-sacramento-ca-95822-2835668-e_14119,0.0,0.17,0.0,6.0,2383 IRVIN WAY,Sacramento,Sacramento,2835668,Occupied,CA,SFR,95822,9.0,1.0,AC2003,405066.0,Live,1950,,260000.0,260000.0
2652376,926000,2019-09-18,2,3,1.0,926000.0,0.0,1320,/details/2778-scottsdale-drive-san-jose-ca-95148-2652376-e_13443,0.0,0.15,0.0,891.0,2778 SCOTTSDALE DRIVE,San Jose,Santa Clara,2652376,Occupied,CA,SFR,95148,107.0,1.0,ZX25505,389264.0,Live,1970,702794.0,610000.0,610000.0
2823389,561000,2019-10-22,2,3,1.0,561000.0,0.0,2038,/details/4417-mare-ct-antioch-ca-94531-2823389-e_13703,0.0,0.18,0.0,42.0,4417 MARE CT,Antioch,Contra Costa,2823389,Occupied,CA,SFR,94531,17.0,1.0,AA1005,388702.0,Live,1994,,,
2835678,285000,2019-09-19,1,2,1.0,285000.0,0.0,999,/details/1029-west-oak-street-stockton-ca-95203-2835678-e_13443,0.0,0.12,0.0,132.0,1029 WEST OAK STREET,Stockton,San Joaquin,2835678,Occupied,CA,SFR,95203,3.0,1.0,ZW25017,389263.0,Live,1948,,185000.0,185000.0
2675939,567000,2019-09-26,1,2,1.0,567000.0,0.0,914,/details/10449-longfellow-avenue-oakland-ca-94603-2675939-e_13495,0.0,0.12,0.0,1423.0,10449 LONGFELLOW AVENUE,Oakland,Alameda,2675939,Occupied,CA,SFR,94603,213.0,1.0,AB1500,384407.0,Live,1936,151110.0,120000.0,120000.0
2805990,716000,2019-09-11,2,2,1.0,716000.0,0.0,1118,/details/2410-madden-ter-san-jose-ca-95116-2805990-e_13391a,0.0,0.01,0.0,545.0,2410 MADDEN TER,San Jose,Santa Clara,2805990,Occupied,CA,Condo,95116,20.0,1.0,ZR6501,399517.0,Live,2003,,,
2788590,523000,2019-10-03,4,6,1.0,523000.0,0.0,2924,/details/9626-salvatore-ct-stockton-ca-95212-2788590-e_13547,0.0,0.14,0.0,181.0,9626 SALVATORE CT,Stockton,San Joaquin,2788590,Occupied,CA,SFR,95212,20.0,1.0,ZV24510,385706.0,Live,2005,410165.0,290000.0,290000.0
2839792,622000,2019-09-25,2,2,1.0,622000.0,0.0,1279,/details/528-palm-ave-martinez-ca-94553-2839792-e_900x,0.0,0.15,0.0,177.0,528 PALM AVE,Martinez,Contra Costa,2839792,Occupied,CA,SFR,94553,7.0,1.0,ZE16038,390048.0,Live,1950,,,
2822385,398000,2019-10-08,2,3,1.0,398000.0,0.0,1712,/details/8446-pastori-way-sacramento-ca-95828-2822385-e_13599,0.0,0.16,0.0,639.0,8446 PASTORI WAY,Sacramento,Sacramento,2822385,Occupied,CA,SFR,95828,15.0,1.0,ZW2010,386312.0,Live,1990,282420.0,225000.0,225000.0
