auction_id,after_repair_value,auction_date,baths,bedrooms,cash_only,estimated_value,financing_available,home_square_footage,href,interior_access,lot_size,online_event,propertyViews,property_address,property_city,property_county,property_id,property_occupancy_status,property_state_code,property_type,property_zip,saved_count,trustee_sale,venue_code,venue_id,venue_type,year_built,est_debt,est_opening_bid,opening_bid,auction_status,bid_count,occupancy_status,status_label
1264092,563000,2019-11-14,3.0,5.0,1.0,563000.0,0.0,3297.0,/details/16780-gold-nugget-trl-lathrop-ca-95330-1264092-e_13859,0.0,0.12,0.0,214.0,16780 GOLD NUGGET TRL,Lathrop,San Joaquin,1264092.0,Occupied,CA,SFR,95330.0,41.0,1.0,AA1001,392521.0,Live,2005.0,406668.0,325000.0,325000.0,Unknown,0.0,,Active - Scheduled for Auction
1278425,1145000,2019-09-18,1.0,2.0,1.0,1145000.0,0.0,1080.0,/details/140-carmel-avenue-pacifica-ca-94044-1278425-e_13443,0.0,0.08,0.0,2139.0,140 CARMEL AVENUE,Pacifica,San Mateo,1278425.0,Occupied,CA,SFR,94044.0,158.0,1.0,AG2500,385097.0,Live,1925.0,371692.0,295000.0,295000.0,,,,
1300924,420000,2019-10-03,2.0,4.0,1.0,420000.0,0.0,2054.0,/details/203-s-lincoln-avenue-manteca-ca-95336-1300924-e_13547,0.0,0.32,0.0,29.0,203 S LINCOLN AVENUE,Manteca,San Joaquin,1300924.0,Occupied,CA,SFR,95336.0,0.0,1.0,ZV24508,385706.0,Live,1937.0,,,,,,,
1328453,341000,2019-10-08,2.0,4.0,1.0,341000.0,0.0,1256.0,/details/2943-betlen-court-rancho-cordova-ca-95670-1328453-e_13599,0.0,0.19,0.0,486.0,2943 BETLEN COURT,Rancho Cordova,Sacramento,1328453.0,Occupied,CA,SFR,95670.0,57.0,1.0,ZW2026,386312.0,Live,1959.0,110093.0,90000.0,90000.0,,,,
1331017,2643000,2019-11-19,4.5,4.0,1.0,2643000.0,0.0,5227.0,/details/9-creekledge-court-danville-ca-94506-1331017-e_13911,0.0,0.51,0.0,1228.0,9 CREEKLEDGE COURT,Danville,Contra Costa,1331017.0,Occupied,CA,SFR,94506.0,46.0,1.0,AA1000,395299.0,Live,1991.0,2302210.0,2050000.0,2050000.0,,,,
1339048,1040000,2019-10-10,2.0,4.0,1.0,1040000.0,0.0,1734.0,/details/39773-costa-way-fremont-ca-94538-1339048-e_13599,0.0,0.15,0.0,4229.0,39773 COSTA WAY,Fremont,Alameda,1339048.0,Occupied,CA,SFR,94538.0,116.0,1.0,ZV1503,385373.0,Live,1963.0,330691.0,265000.0,265000.0,,,,
1359522,Not Available,2019-10-08,3.0,6.0,1.0,,0.0,3848.0,/details/6424-vilamoura-way-elk-grove-ca-95757-1359522-e_13599,0.0,0.16,0.0,0.0,6424 VILAMOURA WAY,Elk Grove,Sacramento,1359522.0,Occupied,CA,SFR,95757.0,1.0,1.0,ZW2055,386312.0,Live,2006.0,527319.0,,,Unknown,0.0,,Active - Scheduled for Auction
1373413,645000,2019-11-20,3.0,5.0,1.0,645000.0,0.0,2516.0,/details/1467-legend-circle-vallejo-ca-94591-1373413-e_13911,0.0,0.12,0.0,257.0,1467 LEGEND CIRCLE,Vallejo,Solano,1373413.0,Occupied,CA,SFR,94591.0,88.0,1.0,AB1502,398275.0,Live,1992.0,447568.0,360000.0,360000.0,,,,
1388080,938000,2019-09-26,2.0,2.0,1.0,938000.0,0.0,1376.0,/details/7080-sayre-drive-oakland-ca-94611-1388080-e_13495,0.0,0.17,0.0,91.0,7080 SAYRE DRIVE,Oakland,Alameda,1388080.0,Occupied,CA,SFR,94611.0,8.0,1.0,AB1516,384407.0,Live,1961.0,730698.0,,,,,,
1398414,2257000,2019-10-24,6.0,12.0,1.0,2257000.0,0.0,4548.0,/details/40835-lincoln-street-fremont-ca-94538-1398414-e_13703,0.0,0.3,0.0,1122.0,40835 LINCOLN STREET,FREMONT,Alameda,1398414.0,Occupied,CA,4-Plex,94538.0,227.0,1.0,TD13501,395297.0,Live,1991.0,1795906.0,1400000.0,1400000.0,,,,
